base,e3_simpleascii,msB_simpleascii,msA_simpleascii,allen_simpleascii
allen_simpleascii:9.523,2,2,18,0
allen_simpleascii:9.524,0,0,0,0
allen_simpleascii:9.525,1,1,6,0
allen_simpleascii:9.526,1,1,9,0
allen_simpleascii:9.527,0,0,9,0
allen_simpleascii:9.528,1,1,9,0
allen_simpleascii:9.529,1,1,1,0
allen_simpleascii:9.530,0,0,9,0
allen_simpleascii:9.531,0,0,0,0
allen_simpleascii:9.532,0,0,0,0
allen_simpleascii:9.533,0,0,0,0
allen_simpleascii:9.534,0,0,10,0
allen_simpleascii:9.535,4,4,14,0
allen_simpleascii:9.536,1,1,10,0
allen_simpleascii:9.537,1,1,16,0
allen_simpleascii:9.538,5,5,9,0
allen_simpleascii:9.539,0,0,11,0
allen_simpleascii:9.540,6,6,11,0
allen_simpleascii:9.541,1,1,7,0
allen_simpleascii:9.542,0,0,14,0
allen_simpleascii:9.543,2,2,1,0
allen_simpleascii:9.544,0,0,1,0
allen_simpleascii:9.545,2,2,0,0
allen_simpleascii:9.546,1,1,10,0
allen_simpleascii:9.547,2,2,3,0
allen_simpleascii:9.548,0,0,0,0
allen_simpleascii:9.549,1,1,10,0
allen_simpleascii:9.550,1,1,1,0
allen_simpleascii:9.551,0,0,2,0
allen_simpleascii:9.552,0,0,7,0
allen_simpleascii:9.553,1,1,4,0
allen_simpleascii:9.554,0,0,11,0
allen_simpleascii:9.555,0,0,0,0
allen_simpleascii:9.556,0,0,0,0
allen_simpleascii:9.557,0,0,9,0
allen_simpleascii:9.558,2,2,7,0
allen_simpleascii:9.559,0,0,0,0
allen_simpleascii:9.560,0,0,7,0
allen_simpleascii:9.561,1,1,1,0
allen_simpleascii:9.562,1,1,11,0
allen_simpleascii:9.563,1,1,6,0
allen_simpleascii:9.564,5,5,7,0
allen_simpleascii:9.565,0,0,13,0
allen_simpleascii:9.566,0,0,0,0
allen_simpleascii:9.567,6,6,13,0
allen_simpleascii:9.568,0,0,1,0
allen_simpleascii:9.569,1,1,1,0
allen_simpleascii:9.570,0,0,11,0
allen_simpleascii:9.571,1,1,10,0
allen_simpleascii:9.572,3,3,7,0
allen_simpleascii:9.573,1,1,8,0
allen_simpleascii:9.574,0,0,27,0
allen_simpleascii:9.575,0,0,7,0
allen_simpleascii:9.576,0,0,13,0
allen_simpleascii:9.577,0,0,0,0
allen_simpleascii:9.578,0,0,0,0
allen_simpleascii:9.579,0,0,15,0
allen_simpleascii:9.580,0,0,9,0
allen_simpleascii:9.581,0,0,9,0
allen_simpleascii:9.582,0,0,2,0
allen_simpleascii:9.583,0,0,13,0
allen_simpleascii:9.584,0,0,2,0
allen_simpleascii:9.585,5,5,2,0
allen_simpleascii:9.586,0,0,8,0
allen_simpleascii:9.587,2,2,13,0
allen_simpleascii:9.588,3,3,11,0
allen_simpleascii:9.589,0,0,0,0
allen_simpleascii:9.590,0,0,0,0
allen_simpleascii:9.591,1,1,10,0
allen_simpleascii:9.592,4,4,8,0
allen_simpleascii:9.593,0,0,9,0
allen_simpleascii:9.594,1,1,10,0
allen_simpleascii:9.595,1,1,6,0
allen_simpleascii:9.596,3,3,20,0
allen_simpleascii:9.597,4,4,0,0
allen_simpleascii:9.598,3,3,10,0
allen_simpleascii:9.599,1,1,16,0
allen_simpleascii:9.600,0,0,6,0
allen_simpleascii:9.601,0,0,9,0
allen_simpleascii:9.602,4,4,13,0
allen_simpleascii:9.603,0,0,11,0
allen_simpleascii:9.604,1,1,1,0
allen_simpleascii:9.605,1,1,11,0
allen_simpleascii:9.606,1,1,1,0
allen_simpleascii:9.607,0,0,15,0
allen_simpleascii:9.608,0,0,6,0
allen_simpleascii:9.609,2,2,2,0
allen_simpleascii:9.610,3,3,8,0
allen_simpleascii:9.611,1,1,6,0
allen_simpleascii:9.612,0,0,0,0
allen_simpleascii:9.613,0,0,6,0
allen_simpleascii:9.614,0,0,17,0
allen_simpleascii:9.615,1,1,8,0
allen_simpleascii:9.616,0,0,20,0
allen_simpleascii:9.617,2,2,12,0
allen_simpleascii:9.618,2,2,9,0
allen_simpleascii:9.619,4,4,13,0
allen_simpleascii:9.620,2,2,4,0
allen_simpleascii:9.621,0,0,6,0
allen_simpleascii:9.622,2,2,3,0
allen_simpleascii:9.623,1,1,6,0
allen_simpleascii:9.624,1,1,10,0
allen_simpleascii:9.625,0,0,6,0
allen_simpleascii:9.626,2,2,12,0
allen_simpleascii:9.627,0,0,6,0
allen_simpleascii:9.628,0,0,13,0
allen_simpleascii:9.629,0,0,0,0
allen_simpleascii:9.630,0,0,0,0
allen_simpleascii:9.631,0,0,10,0
allen_simpleascii:9.632,3,3,6,0
allen_simpleascii:9.633,0,0,10,0
allen_simpleascii:9.634,2,2,10,0
allen_simpleascii:9.635,1,1,1,0
allen_simpleascii:9.636,2,2,12,0
allen_simpleascii:9.637,0,0,6,0
allen_simpleascii:9.638,1,1,13,0
allen_simpleascii:9.639,6,6,7,0
allen_simpleascii:9.640,0,0,0,0
allen_simpleascii:9.641,0,0,0,0
allen_simpleascii:9.642,1,1,1,0
allen_simpleascii:9.643,1,1,1,0
allen_simpleascii:9.644,0,0,5,0
allen_simpleascii:9.645,2,2,13,0
allen_simpleascii:9.646,0,0,3,0
allen_simpleascii:9.647,1,1,10,0
allen_simpleascii:9.648,1,1,12,0
allen_simpleascii:9.649,1,1,10,0
allen_simpleascii:9.650,0,0,0,0
allen_simpleascii:9.651,1,1,1,0
allen_simpleascii:9.652,0,0,0,0
allen_simpleascii:9.653,1,1,13,0
allen_simpleascii:9.654,0,0,2,0
allen_simpleascii:9.655,0,0,4,0
allen_simpleascii:9.656,1,1,1,0
allen_simpleascii:9.657,1,1,6,0
allen_simpleascii:9.658,1,1,14,0
allen_simpleascii:9.659,0,0,9,0
allen_simpleascii:9.660,1,1,2,0
allen_simpleascii:9.661,0,0,6,0
allen_simpleascii:9.662,1,1,1,0
allen_simpleascii:9.663,0,0,9,0
allen_simpleascii:9.664,1,1,1,0
allen_simpleascii:9.665,1,1,0,0
allen_simpleascii:9.666,2,2,10,0
allen_simpleascii:9.667,0,0,5,0
allen_simpleascii:9.668,0,0,11,0
allen_simpleascii:9.669,3,3,9,0
allen_simpleascii:9.670,0,0,0,0
allen_simpleascii:9.671,2,2,9,0
allen_simpleascii:9.672,1,1,1,0
allen_simpleascii:9.673,9,9,6,0
allen_simpleascii:9.674,1,1,1,0
allen_simpleascii:9.675,2,2,8,0
allen_simpleascii:9.676,1,1,1,0
allen_simpleascii:9.677,0,0,8,0
allen_simpleascii:9.678,2,2,5,0
allen_simpleascii:9.679,1,1,6,0
allen_simpleascii:9.680,0,0,0,0
allen_simpleascii:9.681,2,2,2,0
allen_simpleascii:9.682,2,2,2,0
allen_simpleascii:9.683,2,2,13,0
allen_simpleascii:9.684,2,2,1,0
allen_simpleascii:9.685,1,1,11,0
allen_simpleascii:9.686,0,0,15,0
allen_simpleascii:9.687,0,0,5,0
allen_simpleascii:9.688,2,2,9,0
allen_simpleascii:9.689,1,1,5,0
allen_simpleascii:9.690,2,2,2,0
allen_simpleascii:9.691,1,1,1,0
allen_simpleascii:9.692,1,1,16,0
allen_simpleascii:9.693,2,2,2,0
allen_simpleascii:9.694,2,2,21,0
allen_simpleascii:9.695,1,1,1,0
allen_simpleascii:9.696,0,0,0,0
allen_simpleascii:9.697,0,0,0,0
allen_simpleascii:9.698,3,3,0,0
allen_simpleascii:9.699,1,1,7,0
allen_simpleascii:9.700,0,0,7,0
allen_simpleascii:9.701,1,1,8,0
allen_simpleascii:9.702,1,1,1,0
allen_simpleascii:9.703,0,0,6,0
allen_simpleascii:9.704,2,2,9,0
allen_simpleascii:9.705,0,0,0,0
allen_simpleascii:9.706,0,0,5,0
allen_simpleascii:9.707,0,0,0,0
allen_simpleascii:9.708,0,0,7,0
allen_simpleascii:9.709,1,1,18,0
allen_simpleascii:9.710,2,2,2,0
allen_simpleascii:9.711,0,0,11,0
allen_simpleascii:9.712,4,4,0,0
allen_simpleascii:9.713,0,0,7,0
